hospital,average_billing
Sons And Wright,17028.52
Sons And Wyatt,36124.12
Sons And Yoder,31001.12
Sons And York,44807.33
Sons And Young,9154.68
Sons Anderson And,17544.12
Sons Bailey And,23998.95
Sons Baker And,19354.71
Sons Barnett And,20504.25
Sons Bautista And,4241.44
Sons Beasley And,4146.56
Sons Becker And,12630.15
Sons Bender And,29243.07
Sons Bennett And,25195.84
Sons Bentley And,26430.44
Sons Berry And,20800.86
Sons Best And,43410.49
Sons Blair And,21145.16
Sons Bowers And,49153.34
Sons Boyd And,35508.48
Sons Bradley And,2477.76
Sons Brewer And,40556.42
Sons Brooks And,33313.2
Sons Brown And,14002.75
Sons Buchanan And,16268.59
Sons Burke And,17599.54
Sons Burns And,23569.93
Sons Butler And,23209.49
Sons Byrd And,16509.43
Sons Cabrera And,10093.4
Sons Callahan And,30612.99
Sons Campbell And,22189.11
Sons Campos And,17564.86
Sons Carey And,5568.85
Sons Carter And,22796.02
Sons Chambers And,21635.13
Sons Chapman And,6332.03
Sons Chavez And,26306.93
Sons Cherry And,22758.64
Sons Christensen And,15922.62
Sons Clark And,33426.24
Sons Cole And,42883.2
Sons Coleman And,30463.58
Sons Collins And,13454.48
Sons Colon And,26190.74
Sons Combs And,4109.4
Sons Compton And,3349.74
Sons Conley And,46636.53
Sons Conrad And,23782.6
Sons Cook And,42676.38
Sons Cooper And,42415.69
Sons Copeland And,30424.41
Sons Cox And,35544.77
Sons Cross And,44160.08
Sons Cruz And,24763.06
Sons Davis And,28183.35
Sons Dean And,44051.87
Sons Delacruz And,41155.28
Sons Diaz And,17774.14
Sons Drake And,21947.34
Sons Dunlap And,27575.52
Sons Durham And,22467.41
Sons Ellis And,21942.42
Sons Erickson And,28865.24
Sons Espinoza And,26919.28
Sons Estes And,5157.08
Sons Estrada And,4015.93
Sons Fernandez And,32672.57
Sons Figueroa And,47852.09
Sons Fisher And,24833.67
Sons Fleming And,13273.91
Sons Fletcher And,27318.05
Sons Flores And,9394.04
Sons Flynn And,40646.91
Sons Ford And,29151.65
Sons Fox And,31159.05
Sons Franklin And,35071.94
Sons Frazier And,31905.48
Sons Frey And,33670.29
Sons Friedman And,33028.26
Sons Gaines And,22970.56
Sons Gallegos And,39609.59
Sons Garcia And,19567.35
Sons Garner And,35411.3
Sons Garrett And,31768.51
Sons Gilbert And,26635.04
Sons Gomez And,17800.07
Sons Gonzales And,21618.3
Sons Gonzalez And,27909.24
Sons Goodwin And,22531.1
Sons Gould And,10362.41
Sons Graham And,24621.45
Sons Gray And,28077.29
Sons Green And,33902.18
Sons Griffin And,13202.03
Sons Hale And,18045.0
Sons Hall And,36461.7
Sons Hamilton And,33726.84
Sons Haney And,9150.27
Sons Hanson And,29874.11
Sons Harris And,30174.8
Sons Harrison And,26692.83
Sons Hawkins And,37994.25
Sons Hayes And,11415.3
Sons Heath And,45566.78
Sons Henderson And,12025.94
Sons Hensley And,3399.0
Sons Hernandez And,14259.56
Sons Herrera And,9305.45
Sons Hicks And,32459.95
Sons Hodges And,21510.54
Sons Hoffman And,44372.75
Sons Holloway And,32092.23
Sons Hopkins And,25069.64
Sons Horn And,23684.53
Sons Howard And,40179.53
Sons Huang And,16349.12
Sons Hughes And,40703.15
Sons Humphrey And,27409.38
Sons Hunt And,30787.44
Sons Hurley And,13516.43
Sons Hurst And,41914.09
Sons Jackson And,40888.96
Sons Jenkins And,42905.15
Sons Jensen And,39379.74
Sons Jimenez And,49048.04
Sons Johnson And,30802.83
Sons Johnston And,42826.65
Sons Jones And,31082.21
Sons Jordan And,37514.24
Sons Keller And,34984.27
Sons Kelly And,26253.59
Sons Kemp And,4522.05
Sons Kennedy And,13065.49
Sons Kim And,29806.01
Sons Knight And,27209.94
Sons Krause And,20969.9
Sons Lam And,29083.34
Sons Lambert And,8265.33
Sons Larson And,10122.29
Sons Lawrence And,3050.19
Sons Leblanc And,41926.67
Sons Lee And,25305.91
Sons Leon And,38699.02
Sons Levy And,20075.44
Sons Little And,24319.64
Sons Lopez And,29833.71
Sons Lowe And,15719.33
Sons Lucero And,2574.22
Sons Lynch And,42778.49
Sons Macdonald And,43578.71
Sons Maldonado And,33333.79
Sons Manning And,32295.45
Sons Marshall And,12529.99
Sons Martin And,31387.35
Sons Martinez And,46973.97
Sons Mason And,46838.8
Sons Matthews And,36377.96
Sons Mayer And,15241.16
Sons Mayo And,26821.33
Sons Mccarthy And,16264.37
Sons Mcclure And,17965.63
Sons Mccoy And,26468.71
Sons Mcdaniel And,48188.34
Sons Mcdonald And,45454.78
Sons Mcfarland And,19331.37
Sons Mcintyre And,25829.71
Sons Mckay And,27534.25
Sons Mckenzie And,13837.98
Sons Mckinney And,33171.03
Sons Mcknight And,34327.63
Sons Mclaughlin And,13376.77
Sons Mcmillan And,23319.29
Sons Meyer And,46455.1
Sons Miller And,27610.64
Sons Mitchell And,11881.44
Sons Molina And,34744.57
Sons Montgomery And,28577.01
Sons Moon And,31318.77
Sons Moore And,41905.41
Sons Morgan And,32291.97
Sons Morris And,37257.85
Sons Morrow And,43891.51
Sons Morse And,14871.6
Sons Mueller And,2095.1
Sons Murphy And,3608.67
Sons Nelson And,36320.9
Sons Newman And,27754.61
Sons Nguyen And,18551.58
Sons Nicholson And,9122.13
Sons Norman And,34957.78
Sons Obrien And,9443.61
Sons Olsen And,25770.98
Sons Oneill And,7162.05
Sons Ortiz And,25314.09
Sons Palmer And,34586.57
Sons Parker And,33865.21
Sons Parrish And,49010.63
Sons Patterson And,5675.27
Sons Payne And,33940.05
Sons Peck And,13537.91
Sons Pena And,48019.2
Sons Perez And,29189.39
Sons Perry And,16836.83
Sons Peters And,24307.82
Sons Peterson And,33176.08
Sons Pham And,19763.93
Sons Phillips And,32566.42
Sons Pitts And,35136.34
Sons Potts And,17323.01
Sons Powers And,32937.8
Sons Pratt And,20005.3
Sons Ramirez And,49588.01
Sons Ramsey And,22520.36
Sons Reyes And,19678.15
Sons Reynolds And,15144.5
Sons Rich And,50119.22
Sons Richard And,32594.53
Sons Richards And,17190.05
Sons Rivera And,23185.67
Sons Roberts And,34300.92
Sons Robinson And,16778.42
Sons Robles And,31733.18
Sons Rodriguez And,6669.17
Sons Rogers And,31326.19
Sons Rosario And,6706.94
Sons Roy And,25368.12
Sons Ruiz And,13250.23
Sons Rush And,37484.91
Sons Ryan And,14849.65
Sons Sanchez And,25152.82
Sons Sanders And,20625.43
Sons Santana And,1454.02
Sons Santiago And,8660.98
Sons Sawyer And,27505.27
Sons Schwartz And,23701.45
Sons Scott And,47608.57
Sons Shaffer And,16417.28
Sons Shah And,11829.96
Sons Shelton And,30290.39
Sons Shepherd And,25253.5
Sons Simpson And,4207.38
Sons Sims And,7988.92
Sons Sloan And,25800.8
Sons Smith And,16898.51
Sons Solomon And,37438.99
Sons Stephens And,31420.64
Sons Stephenson And,6363.9
Sons Stone And,43174.11
Sons Sullivan And,5107.25
Sons Tate And,15475.75
Sons Taylor And,38582.44
Sons Thomas And,25111.05
Sons Thompson And,39306.96
Sons Travis And,17272.05
Sons Tucker And,28188.7
Sons Turner And,32570.44
Sons Valdez And,7990.77
Sons Valentine And,37466.54
Sons Vargas And,15851.88
Sons Velez And,16184.8
Sons Walker And,43113.32
Sons Wallace And,39571.73
Sons Walsh And,3714.53
Sons Warren And,12116.58
Sons Washington And,5870.33
Sons Watson And,8320.66
Sons Webb And,39389.29
Sons Weiss And,24574.3
Sons Whitaker And,10327.64
Sons White And,24962.97
Sons Wilkerson And,34541.14
Sons Williams And,22196.91
Sons Williamson And,43341.94
Sons Willis And,47514.09
Sons Wilson And,28143.91
Sons Wood And,31939.27
Sons Woods And,7954.65
Sons Woodward And,41991.67
Sons Wright And,24012.16
Sons Wu And,48434.91
Sons Young And,30875.98
"Sosa And Short Miles,",26650.24
Sosa And Sons,37867.8
Sosa Group,15321.65
"Sosa Morris And Baker,",32440.29
"Sosa Murphy, And Alexander",36201.84
Sosa Plc,37344.97
Sosa-Buck,2287.8
Sosa-Clarke,34290.2
Sosa-Evans,20384.41
Sosa-Jackson,22775.47
Sosa-Macias,46847.38
"Soto And Bradford, Smith",35052.34
"Soto And Navarro Evans,",41360.3
"Soto Anderson And Johnson,",18772.67
"Soto Barrett, And Curry",22579.4
Soto Group,26997.88
Soto Llc,1593.27
Soto Ltd,10742.24
"Soto May, And Rich",19712.14
Soto Plc,49317.39
"Soto Sutton, And Ferrell",1194.08
"Soto Warren And Lambert,",32176.04
"Soto, Adams Morris And",22274.37
"Soto, And Porter Leon",14370.79
"Soto, Davies And Dixon",8623.3
"Soto, Padilla Lopez And",11182.11
Soto-Anderson,31577.52
Soto-Boyle,16057.82
Soto-Cortez,13455.93
Soto-Frey,21883.48
Soto-Garner,43853.21
Soto-Kemp,15942.13
Soto-Lozano,36337.17
Soto-Meyers,18202.53
Soto-Morales,31437.25
Soto-Richmond,32895.1
Soto-Warren,32440.79
"Sparks And Carlson Carter,",16005.39
"Sparks And Mckinney Thomas,",6431.67
"Sparks And Moore, Bird",12320.81
"Sparks Hampton And Coleman,",30570.88
"Sparks Harris Wong, And",41810.79
Sparks Inc,45316.82
Sparks Llc,12304.1
Sparks Ltd,7597.92
"Sparks Martinez Johnson, And",34313.29
Sparks Plc,37224.63
"Sparks, And Rodriguez Gregory",2568.36
"Sparks, And Ward Davis",4397.85
Sparks-Anderson,4544.88
Sparks-Bailey,16093.63
Sparks-Garcia,11613.88
Sparks-Hanson,16255.68
Sparks-Hawkins,46309.98
Sparks-Johnson,19034.24
Sparks-Lopez,17811.17
Sparks-Lucero,22071.59
Sparks-Marshall,25245.74
Sparks-Ramos,33836.31
Sparks-Richardson,47453.1
Sparks-Smith,10706.54
Sparks-Spencer,26452.4
Sparks-Taylor,36020.79
Sparks-Watkins,19892.08
Sparks-Williams,19410.36
Sparks-Wu,16385.81
Spears Group,27151.44
Spears Ltd,32156.23
"Spears Martinez, And Gay",46544.77
"Spears, And Golden Caldwell",46540.45
Spears-Berry,18138.8
Spears-Doyle,21077.74
Spears-Drake,38255.65
Spears-Nguyen,40923.79
Spears-Santiago,2031.97
Spears-Shah,36869.73
"Spence And Levine, Hernandez",40314.17
"Spence And Lewis, Mclean",9905.9
"Spence And Perez Benson,",1637.49
Spence Group,29670.27
Spence Inc,48180.29
Spence Ltd,9155.9
Spence Plc,22318.21
"Spence Scott, And Johnson",6517.96
"Spence Shea, Foster And",36000.19
Spence Sons And,38313.84
Spence-Erickson,26104.95
Spence-Johnson,8442.35
Spence-Keller,3790.04
Spence-Miller,45114.13
Spence-Stanley,31416.85
"Spencer And Frederick Le,",3248.49
"Spencer And Williams Bishop,",738.58
"Spencer Carpenter, And Thomas",14869.23
"Spencer Davis Mccann, And",18453.19
Spencer Group,17907.67
"Spencer Hardy Williams, And",39065.09
"Spencer Kelley, And Hall",41732.06
Spencer Llc,32700.09
Spencer Ltd,4026.02
"Spencer Park, Peterson And",8624.83
Spencer Plc,25651.46
"Spencer Smith Baird, And",37831.22
Spencer Sons And,48916.81
"Spencer Thompson Fuller, And",7944.28
"Spencer Todd, And Ramirez",18608.08
"Spencer, And Alexander Pennington",47776.38
"Spencer, And Dennis Perez",24121.31
"Spencer, And Lee Black",28433.22
"Spencer, Burgess And Richardson",16180.43
"Spencer, Stanley And Riley",31735.14
"Spencer, Zamora Sims And",32223.63
Spencer-Berger,11979.07
Spencer-Boyd,7387.6
Spencer-Bradley,46471.84
Spencer-Carey,42932.38
Spencer-Carr,30854.66
Spencer-Chavez,24676.39
Spencer-Diaz,23357.18
Spencer-Foster,46549.92
Spencer-Gonzalez,30116.08
Spencer-Howard,48246.91
Spencer-Jones,4516.28
Spencer-Miller,25606.07
Spencer-Nelson,15082.69
Spencer-Rhodes,14517.13
Spencer-Shields,30075.23
Spencer-Solis,25021.41
Spencer-Watts,43174.91
Spencer-Webb,518.91
Spencer-Weiss,14713.94
Spencer-Wiley,39032.22
Spencer-Young,11634.21
"Stafford And Graham Long,",47923.47
"Stafford And Huff, Garcia",18643.66
"Stafford And Nguyen, Luna",40762.81
"Stafford And Stokes Proctor,",28647.61
"Stafford Cardenas, Lopez And",24261.13
"Stafford Forbes Norris, And",9522.65
"Stafford Jacobs And Butler,",8658.46
Stafford Llc,29736.33
Stafford Plc,21138.26
"Stafford Trujillo, Beasley And",20415.58
"Stafford Valenzuela And Richards,",13069.87
"Stafford, And Contreras Ramirez",36884.86
"Stafford, And Johnson Smith",6103.75
"Stafford, Hull Townsend And",10182.68
Stafford-Anderson,4081.13
Stafford-Bruce,35855.24
Stafford-Cole,5518.92
Stafford-Collins,5984.68
Stafford-Hudson,2912.51
Stafford-Johnson,23365.1
Stafford-Mcintosh,13214.52
Stafford-Medina,25842.04
"Stanley And Coleman Little,",20988.44
"Stanley And Martinez, Myers",43550.31
Stanley And Sons,14824.93
"Stanley And Walker, Jenkins",31033.09
"Stanley And Wilson, Santiago",9451.36
"Stanley Callahan And Armstrong,",48175.42
Stanley Group,22076.33
Stanley Llc,16548.27
Stanley Ltd,14024.07
"Stanley Perkins, And Stanley",25512.66
Stanley Plc,25073.52
"Stanley Russell And Price,",7695.41
"Stanley, And Acosta Noble",48780.26
"Stanley, And Robinson Ortiz",4285.41
"Stanley, Armstrong Taylor And",46410.97
"Stanley, Garrett And Wiley",39458.41
"Stanley, Gregory Carter And",2073.87
"Stanley, Lewis And Hampton",14195.05
Stanley-Allen,2970.4
Stanley-Bryan,776.35
Stanley-Bryant,10696.43
Stanley-Carter,2334.92
Stanley-Davis,14831.21
Stanley-Farmer,3914.9
Stanley-Ferguson,39450.19
Stanley-Jacobs,33378.17
Stanley-Johnson,494.94
Stanley-Jones,5970.22
Stanley-Mcguire,33460.67
Stanley-Zamora,30026.11
"Stanton And Harding, Hicks",18494.66
"Stanton Dixon, And Gillespie",2258.78
Stanton Ltd,25191.78
Stanton Plc,8651.49
Stanton-Adams,50646.11
Stanton-Hester,46025.94
Stanton-Jones,7021.87
Stanton-Price,27930.13
Stark Group,17119.01
Stark Llc,25550.98
Stark Plc,39137.98
"Stark, And Brown Cunningham",31324.91
"Stark, Haynes Snow And",35074.36
Stark-Berger,16836.17
Stark-Carson,45560.08
Stark-Jones,34659.82
Stark-Rodgers,3713.93
Stark-Smith,16183.46
Stark-Walker,43262.89
"Steele Gentry, Winters And",42424.04
Steele Group,27298.61
Steele Inc,31300.88
Steele Llc,5340.29
"Steele Olson Rodriguez, And",3442.43
Steele Plc,20914.95
"Steele Roberts And Wright,",13778.23
Steele Sons And,33254.08
"Steele, And Gentry Rogers",49984.19
"Steele, Randolph And Lutz",40982.51
"Steele, Stevens And Jones",27437.35
Steele-Baldwin,2625.33
Steele-Ball,34591.36
Steele-Bradford,20140.75
Steele-Gross,5011.62
Steele-Holmes,7630.88
Steele-Johnson,10998.24
Steele-Kim,38491.21
Steele-Morgan,22419.19
Steele-Robinson,47337.96
Steele-Thomas,48280.29
"Stein Allen, And Rodriguez",18137.55
"Stein And Calhoun Fernandez,",10968.85
Stein And Sons,2215.64
"Stein And Wilson Paul,",11502.2
Stein Group,33689.31
Stein Inc,23110.87
Stein Llc,37986.02
Stein Ltd,15553.11
"Stein Valenzuela, And Wright",27631.52
"Stein, And Mitchell Campbell",19198.76
"Stein, Perry Herrera And",16082.04
Stein-Anderson,39706.65
Stein-Ayers,33148.75
Stein-Campbell,7731.51
Stein-Carson,5500.97
Stein-Dennis,11023.95
Stein-Huerta,4170.41
Stein-Johnson,35426.7
Stein-Leonard,14607.04
Stein-Olson,37993.08
Stein-Romero,8704.12
Stein-Smith,32746.57
Stein-Watts,51634.1
"Stephens And Bryant, Walton",27787.16
"Stephens And Clark, Mann",6631.13
"Stephens And Long, Jenkins",3821.25
"Stephens And Watkins Miller,",12096.46
"Stephens Black, Tucker And",40463.02
"Stephens Burke And Gonzalez,",30096.6
"Stephens Chavez, And Reyes",19843.4
"Stephens Collins, And Weaver",17382.89
Stephens Group,3356.48
"Stephens Holt And Thompson,",28950.05
Stephens Inc,25084.36
Stephens Llc,33667.15
Stephens Ltd,51714.3
"Stephens Martinez, And Romero",24711.9
Stephens Plc,31612.55
"Stephens Richards, And Adams",13235.61
"Stephens Robinson Adams, And",44083.29
"Stephens Simmons, And Mccullough",46273.86
"Stephens, And Tucker Turner",33767.66
"Stephens, Hinton Watson And",13998.24
"Stephens, Jackson Hughes And",49281.81
"Stephens, Reyes Mccullough And",19400.83
"Stephens, Rodriguez And Sanchez",2682.48
"Stephens, Smith And Villarreal",41122.3
Stephens-Contreras,10391.07
Stephens-Davis,29797.81
Stephens-Diaz,14338.83
Stephens-Fisher,19805.18
Stephens-Houston,43132.49
Stephens-Lee,30255.34
Stephens-Miller,27834.82
Stephens-Owens,41065.85
Stephens-Ramos,10970.62
Stephens-Reese,8842.39
Stephens-Richards,22410.84
Stephens-Roach,40063.2
Stephens-Sanders,36697.71
Stephens-Snyder,15067.62
Stephens-Stevens,12079.95
Stephens-Vasquez,17839.9
Stephens-Watts,38357.44
Stephens-Williams,35259.24
Stephens-Wong,40691.43
"Stephenson And Dominguez Garcia,",24926.97
Stephenson And Sons,44844.96
"Stephenson Fitzpatrick, Mason And",16369.36
Stephenson Inc,3852.79
Stephenson Ltd,24563.6
"Stephenson Smith Morales, And",10646.49
"Stephenson, Nguyen Martinez And",41512.61
Stephenson-Cruz,10581.43
Stephenson-Glenn,34041.18
Stephenson-Hester,25251.4
Stephenson-Martinez,47089.89
Stephenson-Moore,9977.57
Stephenson-Moran,24183.19
Stephenson-Morgan,10300.98
"Stevens And Andrews Robertson,",50140.56
"Stevens And Bauer, Wilson",40483.01
"Stevens And Greer Welch,",22686.68
"Stevens And Howe, Baker",46823.49
"Stevens And Lopez Delacruz,",24644.56
"Stevens And Mckenzie, Mendoza",22403.35
Stevens And Sons,15025.03
"Stevens Fitzgerald, And Ballard",26740.65
"Stevens Green Andersen, And",46825.15
Stevens Group,12075.79
"Stevens Hall Green, And",44234.7
"Stevens Howe Powell, And",23971.67
Stevens Inc,24784.35
"Stevens Lawrence, Rodriguez And",13127.09
Stevens Llc,18237.08
Stevens Ltd,17370.49
"Stevens Martin, And Pena",46632.28
Stevens Plc,34343.54
"Stevens Prince, And Schmitt",36043.45
"Stevens Smith And Michael,",27542.94
"Stevens Taylor And Brooks,",46123.25
"Stevens Turner, And Smith",15597.6
"Stevens Wood Scott, And",45116.21
"Stevens, And Decker Walls",31843.35
"Stevens, And Keller Martin",44063.01
"Stevens, And Price Gordon",43739.07
"Stevens, And Rogers Davis",40270.95
"Stevens, And Turner Townsend",5381.7
"Stevens, And Williams Valdez",15800.96
"Stevens, Bennett Lewis And",50099.26
"Stevens, Butler Stephens And",7623.99
"Stevens, Cunningham And Gilbert",14260.64
"Stevens, Hudson And Simmons",12502.75
"Stevens, Rodriguez And Mckinney",37842.62
"Stevens, Vazquez And Dyer",27344.31
Stevens-Bailey,33940.9
Stevens-Bates,45506.19
Stevens-Brewer,13504.45
Stevens-Brown,43998.31
Stevens-Campbell,37526.86
Stevens-Cook,41530.8
Stevens-Davies,1993.7
Stevens-Gaines,33863.45
Stevens-Gomez,34758.06
Stevens-Goodman,45938.64
Stevens-Greer,6142.93
Stevens-Hoffman,34797.62
Stevens-Hooper,34919.37
Stevens-Howard,34153.15
Stevens-Jones,15036.37
Stevens-Joseph,14737.61
Stevens-Lewis,9098.7
Stevens-Mcdonald,35560.04
Stevens-Miller,39571.64
Stevens-Peck,51098.58
Stevens-Romero,31219.47
Stevens-Ross,24466.99
Stevens-Sanchez,37191.51
Stevens-Taylor,13369.42
Stevens-Thomas,12234.18
Stevens-Valencia,22082.43
Stevens-Walls,39638.66
"Stevenson Blanchard, And Villa",4579.81
Stevenson Llc,29054.38
Stevenson Ltd,11940.78
"Stevenson Pierce Hill, And",4324.98
"Stevenson Robinson, And Kelly",47720.77
"Stevenson, And Jones Wright",17893.54
"Stevenson, Garcia And Williams",47725.62
"Stevenson, Goodwin And Chapman",7278.74
"Stevenson, Harding And Woods",20590.52
Stevenson-Chen,38363.26
Stevenson-Cobb,33891.1
Stevenson-Ford,24158.27
Stevenson-Gonzales,15062.59
Stevenson-Hebert,1700.07
Stevenson-James,18930.15
Stevenson-Johnson,26162.01
Stevenson-Lamb,8291.84
Stevenson-Lawrence,7805.27
Stevenson-Lee,22053.74
Stevenson-Miller,43882.11
Stevenson-Morrow,43156.34
Stevenson-Wheeler,4370.35
Stevenson-Wilson,13448.74
Stevenson-Wong,15442.23
"Stewart Acosta And Tate,",25889.17
"Stewart And Ashley West,",9079.98
"Stewart And Raymond Martinez,",3185.95
"Stewart And Rhodes, Edwards",10868.56
"Stewart And Sanchez Lawrence,",3285.61
Stewart And Sons,24821.59
"Stewart And White, Parker",12400.09
"Stewart And Wright Adams,",49121.06
"Stewart Armstrong, And Brown",38842.43
"Stewart Ayers, And Mayo",10630.54
"Stewart Blackburn, And Butler",23614.46
"Stewart Clayton Smith, And",4545.38
"Stewart Dodson Stewart, And",24139.19
"Stewart Garcia, And Stokes",47870.3
"Stewart Garza And Webb,",37816.63
"Stewart Gray Sweeney, And",38754.03
Stewart Group,24722.07
"Stewart Guzman Moore, And",12753.27
Stewart Inc,21553.02
"Stewart James, Hall And",6740.75
"Stewart Kelly, Hart And",21114.66
"Stewart Lindsey And Myers,",28777.21
Stewart Llc,12937.64
Stewart Ltd,15240.65
"Stewart Murray, And Sawyer",9640.84
"Stewart Oneill, Melton And",23365.36
Stewart Plc,20841.08
"Stewart Sharp And Miller,",12192.41
"Stewart Simpson, Wolfe And",36677.82
Stewart Sons And,43204.17
"Stewart Zimmerman And Dudley,",20753.02
"Stewart, And Black Tran",15973.53
"Stewart, And Moore Oconnell",26014.47
"Stewart, And Williams Sanchez",46598.18
"Stewart, Ferguson Warren And",27821.48
"Stewart, Ortega Ruiz And",30671.24
"Stewart, Robertson Beard And",6003.99
"Stewart, Young And Gregory",38800.84
Stewart-Baker,22756.19
Stewart-Clark,32447.5
Stewart-Cook,8799.02
Stewart-Copeland,46590.76
Stewart-Cox,17832.85
Stewart-Cross,20117.93
Stewart-Cruz,48226.9
Stewart-Daniel,6664.53
Stewart-Dominguez,40055.59
Stewart-Erickson,11440.2
Stewart-Garcia,14746.4
Stewart-Garza,37920.32
Stewart-Gibbs,38655.3
Stewart-Glenn,24657.77
Stewart-Gonzalez,36149.64
Stewart-Gutierrez,7699.67
Stewart-Hayes,3793.76
Stewart-Henderson,36063.72
Stewart-Hoffman,42265.74
Stewart-Howard,40443.55
Stewart-Jones,25018.4
Stewart-Joyce,23895.29
Stewart-Kennedy,47284.62
Stewart-Lane,7106.88
Stewart-Marsh,22156.44
Stewart-Martinez,41187.52
Stewart-Mckinney,31160.96
Stewart-Montoya,15571.35
Stewart-Munoz,36550.02
Stewart-Murphy,42021.91
Stewart-Nelson,24053.73
Stewart-Ochoa,30401.88
Stewart-Ortiz,35479.26
Stewart-Perez,24172.15
Stewart-Perry,5931.99
Stewart-Pratt,28201.59
Stewart-Reed,38988.23
Stewart-Robinson,30856.21
Stewart-Rose,2609.56
Stewart-Scott,9226.2
Stewart-Simmons,43062.55
Stewart-Sparks,3184.87
Stewart-Stanton,2660.23
Stewart-Stephens,2753.16
Stewart-Vance,24145.73
Stewart-Warner,15200.62
Stewart-Webster,29110.63
Stewart-Whitaker,14959.12
Stewart-Williams,27953.62
Stewart-Yu,36288.56
"Stokes And Hall, Kirk",48437.96
Stokes And Sons,12101.13
"Stokes Chambers And Martin,",11311.33
Stokes Group,40893.8
Stokes Inc,37081.7
Stokes Plc,48122.34
"Stokes Reed, Camacho And",48934.92
"Stokes Ward, Leonard And",15393.61
"Stokes, And Nash Crawford",25337.54
"Stokes, Porter Peck And",43064.49
Stokes-Baker,12817.93
Stokes-Ballard,39945.48
Stokes-Martin,15676.79
Stokes-Taylor,13564.4
Stokes-Wilkerson,34119.98
"Stone And Andrews, Boyd",13181.72
"Stone And Brown Hamilton,",33248.49
"Stone And Burke Thomas,",26259.82
"Stone And Hogan, Wright",29968.44
"Stone And Jacobs, Reyes",21792.88
"Stone And Johnson, Scott",15222.29
"Stone And Meyer Tucker,",14603.57
"Stone And Rodriguez, Myers",30186.66
"Stone And Saunders Anderson,",44404.03
Stone And Sons,10670.78
"Stone And Walton, Nichols",15099.47
"Stone And Winters, Roberts",29893.41
"Stone Brown Brown, And",37027.03
"Stone Cantu, Lowery And",19730.22
"Stone Gonzalez, And King",39948.84
Stone Group,13860.01
Stone Inc,27208.25
Stone Llc,47554.23
"Stone Lopez, And Evans",22106.36
Stone Ltd,31891.62
"Stone Mendoza, Garrett And",29797.5
Stone Plc,21118.78
"Stone Reese And Lam,",45956.06
"Stone Rhodes, And Padilla",9567.93
"Stone Sanchez, Williamson And",5327.73
"Stone, Brooks And Johnston",4792.2
"Stone, Dixon And Berry",40949.96
"Stone, Ingram And Deleon",50405.04
Stone-Arroyo,1874.84
Stone-Castillo,49325.19
Stone-Clark,47476.75
Stone-Crawford,31800.89
Stone-Davis,23032.3
Stone-Ford,18037.37
Stone-Garcia,41616.86
Stone-Green,48751.6
Stone-Gross,34609.63
Stone-Hale,23120.6
Stone-Hayes,21607.33
Stone-Henry,47484.58
Stone-Horn,4669.14
Stone-Lopez,43899.37
Stone-Martin,42004.39
Stone-Miller,45622.94
Stone-Montgomery,29306.68
Stone-Moore,47374.35
Stone-Myers,48437.7
Stone-Perez,15242.39
Stone-Reese,35947.08
Stone-Robinson,6436.72
Stone-Smith,39934.5
Stone-Stout,25051.5
Stone-Warren,19495.19
Stone-West,25954.13
Stone-White,6030.23
Stone-Willis,16710.93
Stone-Zuniga,41049.31
"Stout Dougherty, And Washington",-656.15
Stout Plc,16497.92
"Stout, Young Davis And",46199.06
Stout-Brown,37734.74
Stout-Cook,42192.61
Stout-Mack,38512.76
Stout-Serrano,35147.27
"Strickland And Nolan Guerra,",28078.28
"Strickland And Richardson, Smith",42964.04
"Strickland And Schmidt Harrell,",42869.89
"Strickland And Smith Marquez,",17270.24
Strickland Llc,39596.87
"Strickland Richards And Benjamin,",33877.38
"Strickland, And Jenkins Jackson",25297.72
Strickland-Brown,11265.79
Strickland-Francis,37756.89
Strickland-Huang,4996.74
Strickland-Jackson,28683.3
Strickland-Lane,39994.68
Strickland-Perez,9885.55
Strickland-Rios,34455.26
Strickland-Shields,48130.54
Strickland-Smith,43082.74
Strickland-Williams,30532.14
"Strong And Bell, Ortiz",13330.27
"Strong Levy Adams, And",8631.38
Strong Plc,28120.58
"Strong Santos, Black And",9004.21
"Strong, Suarez Fletcher And",26106.61
Strong-Bailey,49209.35
Strong-Bell,40840.6
Strong-Bond,24539.95
Strong-Hill,7760.9
Strong-Lowery,38766.99
Strong-Stokes,38048.43
"Stuart And Bell, Mendoza",14397.98
"Stuart Davenport, Leblanc And",31498.31
Stuart Group,41097.69
Stuart Inc,33991.2
"Stuart Mack, Horn And",28822.92
"Stuart White, And Dalton",17908.14
"Stuart Wolf And Clark,",36849.55
Stuart-Fuller,12505.57
Stuart-Mathis,21784.63
Stuart-Mooney,31160.96
Stuart-Robertson,43236.42
Stuart-Wallace,45641.09
Stuart-Walters,16614.74
"Suarez Dillon Martinez, And",38990.86
Suarez Group,36681.49
Suarez Inc,40170.07
Suarez Llc,28996.7
Suarez Ltd,47628.63
"Suarez, Mckinney Lee And",28152.74
Suarez-Anderson,31229.13
Suarez-Becker,14483.78
Suarez-Bryan,16040.85
Suarez-Chavez,10709.69
Suarez-Flores,4714.82
Suarez-Hickman,48260.84
Suarez-Lambert,22913.25
Suarez-Moore,9598.11
Suarez-Nelson,17732.47
Suarez-Proctor,14736.3
"Sullivan And Brown Jennings,",1493.54
"Sullivan And Daniels Hart,",19218.11
"Sullivan And Miller, Ray",23690.03
